Customer_ID,Policy_ID,Coverage_Type,Purchase_Date,Cover_Start_Date,Cover_End_Date,Period_of_Cover,LOB,Broker,Claim_ID,Claim_Status,Claim_Date,Claim_Closed_Date,Claim_Cost,Claim_Description
ca4ba7755fc7504d5d014243cdb4c4b5,18,TPFT,21-12-2021,22-07-2022,22-07-2023,365,Private_Motor,Athena_Lite,18,Pending,09-05-2023,,8549.161012,Minor fender bender on a busy street.
6aeafbe4e9914943cc0531048f022270,19,PIP,29-04-2021,31-12-2021,31-12-2022,365,Private_Motor,Athena_Lite,19,Live,,,7759.479816,Accidental damage while parked in a garage.
0133be20b24838d360c8417418706c4b,20,TPO,23-03-2022,23-06-2022,23-06-2023,365,Private_Motor,Athena_Lite,20,Pending,25-12-2022,,8311.59544,Damage caused by a fallen tree during a storm.
c2f7fe632cf3ebd2d101b6d9b6daa8c0,21,Comprehensive,29-05-2023,06-06-2023,05-06-2024,365,Private_Motor,Athena_Lite,21,Closed,12-12-2023,18-12-2023,4282.917664,Minor fender bender on a busy street.
fe7b996ffba22606dfff6ca865c42689,22,TPFT,05-05-2022,01-10-2022,01-10-2023,365,Private_Motor,Athena_Lite,22,Live,,,3961.081696,Total loss due to severe fire damage.
f389abdf76e9ae3ba4f04033d6e43800,23,TPO,22-03-2021,13-10-2021,13-10-2022,365,Private_Motor,Athena_Lite,23,Pending,02-07-2022,,9543.18317,Hail damage to the roof and windshield.
a9a74300ad7d4e2a0cdf9bf05f79bb78,24,Comprehensive,04-09-2020,01-09-2021,01-09-2022,365,Private_Motor,Athena_Lite,24,Pending,01-05-2022,,4206.397826,Minor fender bender on a busy street.
a69c7877d0bb11d98f01031a269f4333,25,PIP,22-10-2020,14-05-2021,14-05-2022,365,Private_Motor,Athena_Lite,25,Pending,26-06-2021,,4109.307837,Accidental damage while parked in a garage.
7caed594e3820a24e81d8d056768d185,26,TPO,22-09-2021,16-07-2022,16-07-2023,365,Private_Motor,Athena_Family,26,Closed,19-11-2022,04-12-2022,6568.761614,Hit and run incident in a parking lot.
cdf452ac9d3d43ae78579a12ea3fd02b,27,Comprehensive,21-04-2022,14-05-2022,14-05-2023,365,Private_Motor,Athena_Lite,27,Pending,12-05-2023,,2166.566538,Stolen vehicle recovered with significant damage.
9b06d33f7f3d60a5c78792b1646cba73,28,PIP,15-04-2020,10-03-2021,10-03-2022,365,Private_Motor,Athena_Lite,28,Live,,,3571.799873,Accidental damage while parked in a garage.
274b873ddbb11b658f61e1ebe280d8fb,29,TPO,30-10-2022,14-11-2022,14-11-2023,365,Private_Motor,Athena_Lite,29,Live,,,7701.44045,Damage caused by a fallen tree during a storm.
d208e3f93937f327c25542fb85cc946f,30,TPFT,10-12-2020,28-01-2021,28-01-2022,365,Private_Motor,Athena_Family,30,Live,,,7733.580629,Stolen vehicle recovered with significant damage.
12e0cbad2af9959f3060eba1aa9bc881,31,TPO,21-10-2021,27-07-2022,27-07-2023,365,Private_Motor,Athena_Family,31,Live,,,9314.461319,Vandalism to the side mirrors and windows.
0a192c5d13fba6069506771fef273508,32,TPO,02-03-2022,27-01-2023,27-01-2024,365,Private_Motor,Athena_Lite,32,Closed,28-05-2023,13-06-2023,4878.987299,Vehicle collision at an intersection.
0b760d2082e5521709827fe3de79023a,33,TPFT,10-05-2022,29-11-2022,29-11-2023,365,Private_Motor,Athena_Family,33,Pending,16-03-2023,,6524.794349,Hit and run incident in a parking lot.
54abf5ef052cf0a6ee7e84bdcfa0b803,34,PIP,16-01-2023,14-02-2023,14-02-2024,365,Private_Motor,Athena_Lite,34,Pending,08-03-2023,,3002.570149,Vandalism to the side mirrors and windows.
efc96a59944513ba212bd85875d48e49,35,TPFT,10-05-2022,22-02-2023,22-02-2024,365,Private_Motor,Athena_Lite,35,Pending,07-07-2023,,3831.994161,Vandalism to the side mirrors and windows.
3b3208c38096e27b161d0a547d85ab75,36,PIP,30-06-2022,27-07-2022,27-07-2023,365,Private_Motor,Athena_Lite,36,Pending,31-05-2023,,5845.746966,Accidental damage while parked in a garage.
f5e07c51c978817cad555cdf9585a901,37,Comprehensive,20-07-2021,22-09-2021,22-09-2022,365,Private_Motor,Athena_Lite,37,Live,,,4245.124097,Accidental damage while parked in a garage.
62dd423f4521041e169531e5a68b01a2,38,Comprehensive,10-06-2021,16-03-2022,16-03-2023,365,Private_Motor,Athena_Lite,38,Live,,,2307.11664,Vandalism to the side mirrors and windows.
adadf8ad643b75c87db761662058159a,39,Comprehensive,30-05-2021,29-04-2022,29-04-2023,365,Private_Motor,Athena_Lite,39,Pending,02-04-2023,,3762.254414,Hail damage to the roof and windshield.
2001315fe22a738dae52f6680b4c41d6,40,PIP,13-11-2022,13-03-2023,12-03-2024,365,Private_Motor,Athena_Lite,40,Pending,23-11-2023,,4249.715978,Vehicle collision at an intersection.
6618dc2ed81a2fc53f4ab86a94bf8432,41,PIP,20-05-2023,28-05-2023,27-05-2024,365,Private_Motor,Athena_Lite,41,Pending,23-01-2024,,4675.952316,Vehicle collision at an intersection.
e7466d32993df667cbed6013ce8c965a,42,Comprehensive,17-02-2022,26-01-2023,26-01-2024,365,Private_Motor,Athena_Family,42,Pending,26-09-2023,,5308.083276,Total loss due to severe fire damage.
61a75089fd9af608bf6212ed126823eb,43,Comprehensive,11-04-2022,22-02-2023,22-02-2024,365,Private_Motor,Athena_Gold,43,Closed,01-08-2023,25-08-2023,8846.193725,Total loss due to severe fire damage.
045368ad3d1dcb53bdfdb4f6dd76dc26,44,TPFT,19-09-2020,14-09-2021,14-09-2022,365,Private_Motor,Athena_Lite,44,Pending,03-06-2022,,5464.588204,Hit and run incident in a parking lot.
cfc4890a2c082337b527ac6f96c4ee0f,45,TPFT,04-06-2021,16-10-2021,16-10-2022,365,Private_Motor,Athena_Lite,45,Live,,,6359.315516,Total loss due to severe fire damage.
d80a7e57486ba84514fc451a151c9062,46,Comprehensive,03-06-2020,13-02-2021,13-02-2022,365,Private_Motor,Athena_Family,46,Closed,12-02-2022,21-02-2022,2758.660217,Hail damage to the roof and windshield.
69c7c7c9a773487d52efef8955a1e5ab,47,PIP,09-06-2022,30-12-2022,30-12-2023,365,Private_Motor,Athena_Lite,47,Closed,26-10-2023,19-11-2023,7670.107876,Damage caused by a fallen tree during a storm.
b49d81a5684d6ff8ea1412b646b6e6fc,48,TPO,23-10-2021,05-04-2022,05-04-2023,365,Private_Motor,Athena_Lite,48,Live,,,6868.921435,Vehicle collision at an intersection.
2ba0a59815d4c1b2799fc8c2c87aacdf,49,TPFT,09-08-2021,05-05-2022,05-05-2023,365,Private_Motor,Athena_Lite,49,Closed,22-02-2023,22-03-2023,5741.885911,Minor fender bender on a busy street.
71a63b7107045d0dc0d14e85437a5f14,50,TPO,03-12-2020,17-09-2021,17-09-2022,365,Private_Motor,Athena_Lite,50,Closed,28-02-2022,09-03-2022,8601.438041,Stolen vehicle recovered with significant damage.
845acf094a4548ce3248803b36d35782,51,PIP,27-05-2023,23-06-2023,22-06-2024,365,Private_Motor,Athena_Lite,51,Live,,,9511.297655,Rear-end collision on the highway.
73f6bbd1eecc6c199d8c296e81ed6fcb,52,PIP,05-09-2020,06-05-2021,06-05-2022,365,Private_Motor,Athena_Family,52,Closed,05-05-2022,06-05-2022,895.3548701,Vehicle collision at an intersection.
ce54faa2198b73a13aa386eb30137a65,53,TPO,02-08-2020,04-01-2021,04-01-2022,365,Private_Motor,Athena_Gold,53,Live,,,8572.714845,Vandalism to the side mirrors and windows.
6d52b5ac6524e6e2142c301c094db2a4,54,TPFT,18-01-2021,28-06-2021,28-06-2022,365,Private_Motor,Athena_Family,54,Pending,30-11-2021,,5471.662669,Minor fender bender on a busy street.
cea1309b88a2a8fe02ba24eeb4b67a19,55,TPFT,05-08-2022,19-02-2023,19-02-2024,365,Private_Motor,Athena_Lite,55,Closed,16-02-2024,13-03-2024,1075.590477,Vehicle collision at an intersection.
64e02133b58e68cb460523bce503fcd7,56,TPO,12-04-2021,01-12-2021,01-12-2022,365,Private_Motor,Athena_Lite,56,Closed,17-07-2022,30-07-2022,7809.973439,Minor fender bender on a busy street.
52b2acbe11f8660d377b66f2e8902ada,57,TPFT,03-05-2021,28-03-2022,28-03-2023,365,Private_Motor,Athena_Lite,57,Live,,,9002.200637,Accidental damage while parked in a garage.
21a820795bf47ac3773a12bca59135a1,58,TPO,20-12-2021,25-11-2022,25-11-2023,365,Private_Motor,Athena_Lite,58,Closed,14-09-2023,21-09-2023,8086.727124,Damage caused by a fallen tree during a storm.
f12852384d37172f733e631718436499,59,TPFT,14-10-2022,09-06-2023,08-06-2024,365,Private_Motor,Athena_Lite,59,Closed,16-08-2023,20-08-2023,199.1887538,Vandalism to the side mirrors and windows.
9afd4b8e7bb3bd84353020cf01723a7b,60,PIP,01-03-2022,23-10-2022,23-10-2023,365,Private_Motor,Athena_Lite,60,Pending,25-07-2023,,1609.517205,Minor fender bender on a busy street.
65f1f670b811f56608a0b3fad845e0c4,61,PIP,14-03-2022,30-05-2022,30-05-2023,365,Private_Motor,Athena_Lite,61,Pending,18-06-2022,,8140.805289,Stolen vehicle recovered with significant damage.
be7b9e6cec597c2f93af84fb3a52a39a,62,Comprehensive,17-10-2021,26-12-2021,26-12-2022,365,Private_Motor,Athena_Lite,62,Live,,,6552.614587,Vandalism to the side mirrors and windows.
5f1f204accbb409f71669e0d0def2d48,63,TPFT,03-12-2021,29-04-2022,29-04-2023,365,Private_Motor,Athena_Lite,63,Live,,,3249.688605,Damage caused by a fallen tree during a storm.
5571a660fae1a209d94841a8c3a59aee,64,Comprehensive,07-02-2021,08-10-2021,08-10-2022,365,Private_Motor,Athena_Lite,64,Pending,09-05-2022,,6003.779634,Hail damage to the roof and windshield.
ac9e3945f7fb2bde62263b6bd8256147,65,Comprehensive,04-08-2020,12-07-2021,12-07-2022,365,Private_Motor,Athena_Lite,65,Closed,28-01-2022,23-02-2022,7134.697964,Minor fender bender on a busy street.
ab0ea9fbdc09c34f2030c97326334ee6,66,PIP,01-05-2021,22-02-2022,22-02-2023,365,Private_Motor,Athena_Lite,66,Closed,08-08-2022,18-08-2022,5862.656477,Vehicle collision at an intersection.
407b2b2af7d6a01b1af88863751f4c2c,67,TPO,03-12-2021,27-01-2022,27-01-2023,365,Private_Motor,Athena_Lite,67,Pending,02-03-2022,,7919.189702,Vandalism to the side mirrors and windows.
00942f2dacf25383fe9c44d1afc1fe05,68,TPO,25-04-2021,03-06-2021,03-06-2022,365,Private_Motor,Athena_Gold,68,Pending,03-11-2021,,4380.6195,Minor fender bender on a busy street.
8561fb4b4905b32fdf824078bd022f41,69,TPO,07-08-2022,24-09-2022,24-09-2023,365,Private_Motor,Athena_Family,69,Closed,23-05-2023,01-06-2023,9912.877391,Vandalism to the side mirrors and windows.
67a41efb3b41feddef4de985d6f668d1,70,TPFT,03-02-2021,12-08-2021,12-08-2022,365,Private_Motor,Athena_Lite,70,Closed,28-07-2022,23-08-2022,3916.814732,Hit and run incident in a parking lot.
123ba96a864cfaaa8f57de0495e7eda2,71,TPO,10-02-2023,26-04-2023,25-04-2024,365,Private_Motor,Athena_Lite,71,Live,,,3140.972189,Minor fender bender on a busy street.
2bd4363bdec16e37a59f3d365b13eb96,72,Comprehensive,14-10-2021,13-08-2022,13-08-2023,365,Private_Motor,Athena_Family,72,Live,,,2941.364043,Vandalism to the side mirrors and windows.
c40ca1a2454902388d29ce5418cfcb00,73,PIP,07-05-2021,02-06-2021,02-06-2022,365,Private_Motor,Athena_Lite,73,Live,,,3350.258187,Rear-end collision on the highway.
865ad362bb28e0c7eb6dd7d5b066e51c,74,Comprehensive,24-06-2020,02-03-2021,02-03-2022,365,Private_Motor,Athena_Lite,74,Live,,,5416.378442,Damage caused by a fallen tree during a storm.
3c6291f25b614fd09be3c2b33591887f,75,TPO,29-06-2022,20-11-2022,20-11-2023,365,Private_Motor,Athena_Family,75,Live,,,2259.867008,Vandalism to the side mirrors and windows.
a663ead764c4afee34c8360575107396,76,PIP,13-10-2020,20-05-2021,20-05-2022,365,Private_Motor,Athena_Lite,76,Pending,14-06-2021,,182.4661988,Accidental damage while parked in a garage.
6e73a756e76be09753835acca341d322,77,PIP,12-01-2021,01-04-2021,01-04-2022,365,Private_Motor,Athena_Family,77,Pending,08-02-2022,,5864.610533,Accidental damage while parked in a garage.
1f69a17513adae9580a125222879324b,78,TPO,02-07-2021,08-03-2022,08-03-2023,365,Private_Motor,Athena_Family,78,Pending,07-09-2022,,7728.921147,Stolen vehicle recovered with significant damage.
ccc6ec511908d98cc877d72508c4ca50,79,Comprehensive,21-07-2022,22-11-2022,22-11-2023,365,Private_Motor,Athena_Family,79,Live,,,9268.933029,Vandalism to the side mirrors and windows.
ce95d60ee7426946ef8c0a3b5270d9fd,80,TPFT,27-09-2022,24-12-2022,24-12-2023,365,Private_Motor,Athena_Family,80,Pending,14-07-2023,,4100.391016,Vehicle collision at an intersection.
55445023d0d6766ae775ce8209ac885c,81,PIP,01-08-2022,02-02-2023,02-02-2024,365,Private_Motor,Athena_Lite,81,Closed,22-10-2023,11-11-2023,3818.194173,Total loss due to severe fire damage.
353c26de394f98ddad1af4c21f818a60,82,TPO,05-01-2022,04-04-2022,04-04-2023,365,Private_Motor,Athena_Lite,82,Closed,23-12-2022,28-12-2022,2540.165512,Hit and run incident in a parking lot.
a6df2a8cfea435fcb927fe15aeae3744,83,PIP,30-07-2022,10-12-2022,10-12-2023,365,Private_Motor,Athena_Lite,83,Closed,03-01-2023,10-01-2023,8245.535529,Rear-end collision on the highway.
3eed03c534b6a8f560b22f5f676db9bc,84,PIP,25-07-2021,11-01-2022,11-01-2023,365,Private_Motor,Athena_Lite,84,Pending,18-12-2022,,9758.775524,Rear-end collision on the highway.
93dbafbd27aba221d78bae75b7346eed,85,Comprehensive,18-10-2021,19-12-2021,19-12-2022,365,Private_Motor,Athena_Family,85,Pending,20-10-2022,,1704.675997,Total loss due to severe fire damage.
b1797b45295dde2be7748f5c3dfd0dc2,86,PIP,20-06-2022,26-10-2022,26-10-2023,365,Private_Motor,Athena_Lite,86,Closed,05-07-2023,12-07-2023,8868.837083,Vehicle collision at an intersection.
733eff0222472b48a73ded0c331b6e71,87,TPO,05-06-2021,18-10-2021,18-10-2022,365,Private_Motor,Athena_Lite,87,Pending,25-12-2021,,2575.394583,Vehicle collision at an intersection.
805a93e871ff284e629583182863cef6,88,TPFT,24-05-2022,31-10-2022,31-10-2023,365,Private_Motor,Athena_Family,88,Pending,27-05-2023,,2153.010518,Accidental damage while parked in a garage.
e060fb20ffe36d58f596a722c3a56244,89,TPFT,02-12-2021,29-04-2022,29-04-2023,365,Private_Motor,Athena_Lite,89,Live,,,1847.28061,Hit and run incident in a parking lot.
dd589f0e9127a4795837a2315d3a93a8,90,TPFT,12-01-2022,03-01-2023,03-01-2024,365,Private_Motor,Athena_Lite,90,Closed,07-05-2023,23-05-2023,9751.04135,Hail damage to the roof and windshield.
b3e49a74f9105fbda89063a54706d962,91,TPO,16-11-2020,14-02-2021,14-02-2022,365,Private_Motor,Athena_Family,91,Live,,,2071.383419,Rear-end collision on the highway.
e6b10f3b234d5711bb15bb38e5cc4e6c,92,TPO,12-08-2022,11-04-2023,10-04-2024,365,Private_Motor,Athena_Family,92,Closed,23-12-2023,16-01-2024,2173.779638,Stolen vehicle recovered with significant damage.
5055ca44d4d90f668775a9c4c8142c34,93,TPFT,13-06-2021,15-09-2021,15-09-2022,365,Private_Motor,Athena_Lite,93,Closed,19-09-2021,30-09-2021,4265.279076,Accidental damage while parked in a garage.
ba5d4738f62bc9597ddb5393c0c8c47e,94,Comprehensive,31-12-2020,24-01-2021,24-01-2022,365,Private_Motor,Athena_Lite,94,Live,,,3100.616796,Total loss due to severe fire damage.
9ca97123e9cb67dc08bca418ddf68c07,95,Comprehensive,07-06-2021,12-07-2021,12-07-2022,365,Private_Motor,Athena_Lite,95,Pending,22-04-2022,,3530.176747,Stolen vehicle recovered with significant damage.
a3335b1978f067fb9bf7026401057749,96,TPFT,31-03-2022,13-07-2022,13-07-2023,365,Private_Motor,Athena_Lite,96,Pending,12-10-2022,,7901.14384,Rear-end collision on the highway.
2cf2c14d2bf2c1f2eeb3782b9adf55b7,97,TPFT,31-03-2022,24-06-2022,24-06-2023,365,Private_Motor,Athena_Lite,97,Closed,28-03-2023,25-04-2023,1758.80963,Vehicle collision at an intersection.
adb0d834c76d5dd1e546b2ce1b45a8c1,98,Comprehensive,27-05-2022,25-03-2023,24-03-2024,365,Private_Motor,Athena_Lite,98,Closed,27-04-2023,03-05-2023,1709.351928,Total loss due to severe fire damage.
ba9227cbce14cbe61308b43cf603c64f,99,TPO,21-06-2022,09-11-2022,09-11-2023,365,Private_Motor,Athena_Lite,99,Closed,22-06-2023,28-06-2023,4028.234297,Vehicle collision at an intersection.
5eecbc380f2e3a493ea42dc8a1b13269,100,Comprehensive,14-07-2021,21-10-2021,21-10-2022,365,Private_Motor,Athena_Family,100,Closed,18-09-2022,29-09-2022,9331.753002,Accidental damage while parked in a garage.
6e7bdead1546df68b51d715a5b0318c8,101,PIP,28-01-2021,11-06-2021,11-06-2022,365,Private_Motor,Athena_Lite,101,Closed,22-05-2022,15-06-2022,1966.167241,Hail damage to the roof and windshield.
c8ab34dada751133965a113d10858d81,102,TPO,16-02-2023,30-05-2023,29-05-2024,365,Private_Motor,Athena_Lite,102,Live,,,7600.679184,Hail damage to the roof and windshield.
e6f67e9cc6ff4da2b0c3c04874e3791d,103,TPO,12-01-2020,06-01-2021,06-01-2022,365,Private_Motor,Athena_Lite,103,Pending,11-07-2021,,8412.932533,Vehicle collision at an intersection.
9985c3c85f90e16a456e1898c1cc6d6c,104,Comprehensive,22-11-2021,15-11-2022,15-11-2023,365,Private_Motor,Athena_Lite,104,Closed,05-06-2023,11-06-2023,1452.514032,Rear-end collision on the highway.
66d89aff61ba68977e79f2732a4423dd,105,TPFT,15-07-2022,22-04-2023,21-04-2024,365,Private_Motor,Athena_Family,105,Pending,15-09-2023,,7259.4116,Minor fender bender on a busy street.
39f9cc4c74ba1b1f2c1d21e8b9e53f62,106,Comprehensive,21-08-2022,13-12-2022,13-12-2023,365,Private_Motor,Athena_Lite,106,Pending,30-09-2023,,4379.571157,Hit and run incident in a parking lot.
61f8fcb95933cf949d30b4b25e9392a5,107,TPFT,20-09-2021,22-12-2021,22-12-2022,365,Private_Motor,Athena_Lite,107,Pending,15-09-2022,,9540.124533,Rear-end collision on the highway.
1ef40d95512710e2b5c98dccae53aef2,108,PIP,17-12-2022,08-01-2023,08-01-2024,365,Private_Motor,Athena_Lite,108,Live,,,2773.196914,Rear-end collision on the highway.
08167547364bce53915d873f04f7a27c,109,TPO,01-05-2021,09-09-2021,09-09-2022,365,Private_Motor,Athena_Lite,109,Pending,14-03-2022,,8006.594144,Total loss due to severe fire damage.
39682ec61f4e7fa97817c6b4accf8a7a,110,PIP,20-10-2021,26-12-2021,26-12-2022,365,Private_Motor,Athena_Lite,110,Closed,11-02-2022,23-02-2022,6362.165002,Vandalism to the side mirrors and windows.
aec0b9c3f46c653c3ece1c4a61c99ea4,111,TPO,30-05-2021,08-01-2022,08-01-2023,365,Private_Motor,Athena_Lite,111,Pending,20-07-2022,,9502.570666,Damage caused by a fallen tree during a storm.
08b2e23d3bc3751a5d06ab9cb1364799,112,TPO,05-08-2022,12-09-2022,12-09-2023,365,Private_Motor,Athena_Lite,112,Pending,20-12-2022,,2132.273562,Vehicle collision at an intersection.
b801df1b14a55f5dfe252aa69d76dc25,113,TPO,25-06-2022,12-04-2023,11-04-2024,365,Private_Motor,Athena_Gold,113,Pending,14-09-2023,,9925.736745,Damage caused by a fallen tree during a storm.
f2d84349c902c3035098626877b69c7d,114,PIP,09-11-2020,25-08-2021,25-08-2022,365,Private_Motor,Athena_Lite,114,Pending,09-07-2022,,8385.357269,Total loss due to severe fire damage.
f15f848cd3d9d7351b9aebd93f57aa55,115,TPFT,02-06-2020,18-02-2021,18-02-2022,365,Private_Motor,Athena_Lite,115,Live,,,4263.855807,Stolen vehicle recovered with significant damage.
79bdd566a6effb01dae0322a847a0211,116,PIP,21-03-2021,11-02-2022,11-02-2023,365,Private_Motor,Athena_Lite,116,Closed,13-10-2022,28-10-2022,2393.280223,Accidental damage while parked in a garage.
0185fdc5c9c3c1ce9d2cdabf2b1add81,117,Comprehensive,07-01-2022,24-02-2022,24-02-2023,365,Private_Motor,Athena_Lite,117,Closed,04-09-2022,21-09-2022,6885.687426,Rear-end collision on the highway.
a64560b9a738f5ab75be451eae1e9dfb,118,TPO,11-01-2023,17-04-2023,16-04-2024,365,Private_Motor,Athena_Lite,118,Pending,25-10-2023,,138.7954243,Accidental damage while parked in a garage.
d45de235741384e6e6b025f40256fef0,119,PIP,02-12-2022,28-05-2023,27-05-2024,365,Private_Motor,Athena_Lite,119,Pending,12-05-2024,,3155.038928,Hail damage to the roof and windshield.
b3865cdc52194eeebc5777132ee97b5d,120,Comprehensive,07-05-2022,06-10-2022,06-10-2023,365,Private_Motor,Athena_Lite,120,Live,,,6701.597541,Total loss due to severe fire damage.
d539e7f8587328f4f75e6c6db1b3e1df,121,PIP,06-04-2023,26-04-2023,25-04-2024,365,Private_Motor,Athena_Lite,121,Live,,,3382.684369,Hit and run incident in a parking lot.
1d339ce9a048229dbaf2a1314db6c68f,122,TPFT,09-11-2020,30-05-2021,30-05-2022,365,Private_Motor,Athena_Family,122,Closed,23-10-2021,27-10-2021,4214.93061,Damage caused by a fallen tree during a storm.
863f27a45ee1e879d3ec27d5463cec62,123,PIP,15-03-2022,19-06-2022,19-06-2023,365,Private_Motor,Athena_Lite,123,Live,,,9366.452216,Accidental damage while parked in a garage.
74373f7def99699dfe31ab2c4966093e,124,PIP,30-01-2021,30-04-2021,30-04-2022,365,Private_Motor,Athena_Lite,124,Live,,,5096.544943,Stolen vehicle recovered with significant damage.
1e4fae48171622c6ff7da143e5f76c3c,125,TPO,18-10-2022,29-01-2023,29-01-2024,365,Private_Motor,Athena_Family,125,Pending,03-04-2023,,6398.283741,Stolen vehicle recovered with significant damage.
e925b8a7514354937be556e8a4f20232,126,PIP,18-01-2023,09-04-2023,08-04-2024,365,Private_Motor,Athena_Family,126,Pending,09-08-2023,,2320.365133,Hit and run incident in a parking lot.
44bfce40cc9b1195a14b04c1a0791114,127,Comprehensive,28-02-2022,21-11-2022,21-11-2023,365,Private_Motor,Athena_Lite,127,Live,,,3581.740962,Accidental damage while parked in a garage.
58afe1586ef3fbd1ec2a3e3493b09a34,128,TPFT,13-05-2022,12-01-2023,12-01-2024,365,Private_Motor,Athena_Family,128,Live,,,9619.72084,Rear-end collision on the highway.
c4942fb03a4b2749901b879d2dcba87b,129,PIP,16-05-2020,24-04-2021,24-04-2022,365,Private_Motor,Athena_Lite,129,Closed,02-12-2021,29-12-2021,8196.953164,Stolen vehicle recovered with significant damage.
c00f7a7e53abc4ea5c2592e3b8a0f0b6,130,PIP,06-03-2021,02-10-2021,02-10-2022,365,Private_Motor,Athena_Lite,130,Closed,29-01-2022,08-02-2022,6923.192613,Hail damage to the roof and windshield.
a60566bf067ac27c2175a139d4eff72e,131,TPO,20-01-2022,16-01-2023,16-01-2024,365,Private_Motor,Athena_Lite,131,Pending,22-06-2023,,4425.644167,Vehicle collision at an intersection.
179f25ee8a41e9334f7e31b8b9ab982f,132,TPFT,26-04-2021,05-10-2021,05-10-2022,365,Private_Motor,Athena_Lite,132,Closed,22-02-2022,07-03-2022,7386.568933,Vandalism to the side mirrors and windows.
12a473a7c706159687752836cb34708b,133,TPFT,20-12-2022,01-06-2023,31-05-2024,365,Private_Motor,Athena_Lite,133,Live,,,5674.21317,Rear-end collision on the highway.
c96201a36dd62befc25fa830ddafd7cb,134,TPO,16-02-2022,20-01-2023,20-01-2024,365,Private_Motor,Athena_Lite,134,Pending,20-12-2023,,727.04438,Minor fender bender on a busy street.
